"Index_logical","Index_offset",XBkTp,YBkTp,XBkBt,YBkBt
-1393,654,1225,-4100,-6225,-4100
-1392,655,1225,-4100,-6225,-4100
-1391,656,1225,-4100,-6225,-4100
-1390,657,1225,-4100,-6225,-4100
-1389,658,1225,-4100,-6225,-4100
-1388,659,1225,-4100,-6225,-4100
-1387,660,1225,-4100,-6225,-4100
-1386,661,1225,-4100,-6225,-4100
-1385,662,1225,-4100,-6225,-4100
-1384,663,1225,-4100,-6225,-4100
-1383,664,1225,-4100,-6225,-4100
-1382,665,1225,-4100,-6225,-4100
-1381,666,1225,-4100,-6225,-4100
-1380,667,1225,-4100,-6225,-4100
-1379,668,1225,-4100,-6225,-4100
-1378,669,1225,-4100,-6225,-4100
-1377,670,1225,-4100,-6225,-4100
-1376,671,1225,-4100,-6225,-4100
-1375,672,1225,-4100,-6225,-4100
-1374,673,1225,-4100,-6225,-4100
-1373,674,1225,-4100,-6225,-4100
-1372,675,1225,-4100,-6225,-4100
-1371,676,1225,-4100,-6225,-4100
-1370,677,1225,-4100,-6225,-4100
-1369,678,1225,-4100,-6225,-4100
-1368,679,1225,-4100,-6225,-4100
-1367,680,1225,-4100,-6225,-4100
-1366,681,1225,-4100,-6225,-4100
-1365,682,1225,-4100,-6225,-4100
-1364,683,1225,-4100,-6225,-4100
-1363,684,1225,-4100,-6225,-4100
-1362,685,1225,-4100,-6225,-4100
-1361,686,1225,-4100,-6225,-4100
-1360,687,1225,-4100,-6225,-4100
-1359,688,1225,-4100,-6225,-4100
-1358,689,1225,-4100,-6225,-4100
-1357,690,1225,-4100,-6225,-4100
-1356,691,1225,-4100,-6225,-4100
-1355,692,1225,-4100,-6225,-4100
-1354,693,1225,-4100,-6225,-4100
-1353,694,1225,-4100,-6225,-4100
-1352,695,1225,-4100,-6225,-4100
-1351,696,1225,-4100,-6225,-4100
-1350,697,1225,-4100,-6225,-4100
-1349,698,1225,-4100,-6225,-4100
-1348,699,1225,-4100,-6225,-4100
-1347,700,1225,-4100,-6225,-4100
-1346,701,1225,-4100,-6225,-4100
-1345,702,1225,-4100,-6225,-4100
-1344,703,1225,-4100,-6225,-4100
-1343,704,1225,-4100,-6225,-4100
-1342,705,1225,-4100,-6225,-4100
-1341,706,1225,-4100,-6225,-4100
-1340,707,1225,-4100,-6225,-4100
-1339,708,1225,-4100,-6225,-4100
-1338,709,1225,-4100,-6225,-4100
-1337,710,1225,-4100,-6225,-4100
-1336,711,1225,-4100,-6225,-4100
-1335,712,1225,-4100,-6225,-4100
-1334,713,1225,-4100,-6225,-4100
-1333,714,1225,-4100,-6225,-4100
-1332,715,1225,-4100,-6225,-4100
-1331,716,1225,-4100,-6225,-4100
-1330,717,1225,-4100,-6225,-4100
-1329,718,1225,-4100,-6225,-4100
-1328,719,1225,-4100,-6225,-4100
-1327,720,1225,-4100,-6225,-4100
-1326,721,1225,-4100,-6225,-4100
-1325,722,1225,-4100,-6225,-4100
-1324,723,1225,-4100,-6225,-4100
-1323,724,1225,-4100,-6225,-4100
-1322,725,1225,-4100,-6225,-4100
-1321,726,1225,-4100,-6225,-4100
-1320,727,1225,-4100,-6225,-4100
-1319,728,1225,-4100,-6225,-4100
-1318,729,1225,-4100,-6225,-4100
-1317,730,1225,-4100,-6225,-4100
-1316,731,1225,-4100,-6225,-4100
-1315,732,1225,-4100,-6225,-4100
-1314,733,1225,-4100,-6225,-4100
-1313,734,1225,-4100,-6225,-4100
-1312,735,1225,-4100,-6225,-4100
-1311,736,1225,-4100,-6225,-4100
-1310,737,1225,-4100,-6225,-4100
-1309,738,1225,-4100,-6225,-4100
-1308,739,1225,-4100,-6225,-4100
-1307,740,1225,-4100,-6225,-4100
-1306,741,1225,-4100,-6225,-4100
-1305,742,1225,-4100,-6225,-4100
-1304,743,1225,-4100,-6225,-4100
-1303,744,1225,-4100,-6225,-4100
-1302,745,1225,-4100,-6225,-4100
-1301,746,1225,-4100,-6225,-4100
-1300,747,1225,-4100,-6225,-4100
-1299,748,1225,-4100,-6225,-4100
-1298,749,1225,-4100,-6225,-4100
-1297,750,1225,-4100,-6225,-4100
-1296,751,1225,-4100,-6225,-4100
-1295,752,1225,-4100,-6225,-4100
-1294,753,1225,-4100,-6225,-4100
-1293,754,1225,-4100,-6225,-4100
-1292,755,1225,-4100,-6225,-4100
-1291,756,1225,-4100,-6225,-4100
-1290,757,1225,-4100,-6225,-4100
-1289,758,1225,-4100,-6225,-4100
-1288,759,1225,-4100,-6225,-4100
-1287,760,1225,-4100,-6225,-4100
-1286,761,1225,-4100,-6225,-4100
-1285,762,1225,-4100,-6225,-4100
-1284,763,1225,-4100,-6225,-4100
-1283,764,1225,-4100,-6225,-4100
-1282,765,1225,-4100,-6225,-4100
-1281,766,1225,-4100,-6225,-4100
-1280,767,1225,-4100,-6225,-4100
-1279,768,1225,-4100,-6225,-4100
-1278,769,1225,-4100,-6225,-4100
-1277,770,1225,-4100,-6225,-4100
-1276,771,1225,-4100,-6225,-4100
-1275,772,1225,-4100,-6225,-4100
-1274,773,1225,-4100,-6225,-4100
-1273,774,1225,-4100,-6225,-4100
-1272,775,1225,-4100,-6225,-4100
-1271,776,1225,-4100,-6225,-4100
-1270,777,1225,-4100,-6225,-4100
-1269,778,1225,-4100,-6225,-4100
-1268,779,1225,-4100,-6225,-4100
-1267,780,1225,-4100,-6225,-4100
-1266,781,1225,-4100,-6225,-4100
-1265,782,1225,-4100,-6225,-4100
-1264,783,1225,-4100,-6225,-4100
-1263,784,1225,-4100,-6225,-4100
-1262,785,1225,-4100,-6225,-4100
-1261,786,1225,-4100,-6225,-4100
-1260,787,1225,-4100,-6225,-4100
-1259,788,1225,-4100,-6225,-4100
-1258,789,1225,-4100,-6225,-4100
-1257,790,1225,-4100,-6225,-4100
-1256,791,1225,-4100,-6225,-4100
-1255,792,1225,-4100,-6225,-4100
-1254,793,1225,-4100,-6225,-4100
-1253,794,1225,-4100,-6225,-4100
-1252,795,1225,-4100,-6225,-4100
-1251,796,1225,-4100,-6225,-4100
-1250,797,1225,-4100,-6225,-4100
-1249,798,1225,-4100,-6225,-4100
-1248,799,1225,-4100,-6225,-4100
-1247,800,1225,-4100,-6225,-4100
-1246,801,1225,-4100,-6225,-4100
-1245,802,1225,-4100,-6225,-4100
-1244,803,1225,-4100,-6225,-4100
-1243,804,1225,-4100,-6225,-4100
-1242,805,1225,-4100,-6225,-4100
-1241,806,1225,-4100,-6225,-4100
-1240,807,1225,-4100,-6225,-4100
-1239,808,1225,-4100,-6225,-4100
-1238,809,1225,-4100,-6225,-4100
-1237,810,1225,-4100,-6225,-4100
-1236,811,1225,-4100,-6225,-4100
-1235,812,1225,-4100,-6225,-4100
-1234,813,1225,-4100,-6225,-4100
-1233,814,1225,-4100,-6225,-4100
-1232,815,1225,-4100,-6225,-4100
-1231,816,1225,-4100,-6225,-4100
-1230,817,1225,-4100,-6225,-4100
-1229,818,1225,-4100,-6225,-4100
-1228,819,1225,-4100,-6225,-4100
-1227,820,1225,-4100,-6225,-4100
-1226,821,1225,-4100,-6225,-4100
-1225,822,1225,-4100,-6225,-4100
-1224,823,1225,-4100,-6225,-4100
-1223,824,1225,-4100,-6225,-4100
-1222,825,1225,-4100,-6225,-4100
-1221,826,1225,-4100,-6225,-4100
-1220,827,1225,-4100,-6225,-4100
-1219,828,1225,-4100,-6225,-4100
-1218,829,1225,-4100,-6225,-4100
-1217,830,1225,-4100,-6225,-4100
-1216,831,1225,-4100,-6225,-4100
-1215,832,1225,-4100,-6225,-4100
-1214,833,1225,-4100,-6225,-4100
-1213,834,1225,-4100,-6225,-4100
-1212,835,1225,-4100,-6225,-4100
-1211,836,1225,-4100,-6225,-4100
-1210,837,1225,-4100,-6225,-4100
-1209,838,1225,-4100,-6225,-4100
-1208,839,1225,-4100,-6225,-4100
-1207,840,1225,-4100,-6225,-4100
-1206,841,1225,-4100,-6225,-4100
-1205,842,1225,-4100,-6225,-4100
-1204,843,1225,-4100,-6225,-4100
-1203,844,1225,-4100,-6225,-4100
-1202,845,1225,-4100,-6225,-4100
-1201,846,1225,-4100,-6225,-4100
-1200,847,1225,-4100,-6225,-4100
-1199,848,1225,-4100,-6225,-4100
-1198,849,1225,-4100,-6225,-4100
-1197,850,1225,-4100,-6225,-4100
-1196,851,1225,-4100,-6225,-4100
-1195,852,1225,-4100,-6225,-4100
-1194,853,1225,-4100,-6225,-4100
-1193,854,1225,-4100,-6225,-4100
-1192,855,1225,-4100,-6225,-4100
-1191,856,1225,-4100,-6225,-4100
-1190,857,1225,-4100,-6225,-4100
-1189,858,1225,-4100,-6225,-4100
-1188,859,1225,-4100,-6225,-4100
-1187,860,1225,-4100,-6225,-4100
-1186,861,1225,-4100,-6225,-4100
-1185,862,1225,-4100,-6225,-4100
-1184,863,1225,-4100,-6225,-4100
-1183,864,1225,-4100,-6225,-4100
-1182,865,1225,-4100,-6225,-4100
-1181,866,1225,-4100,-6225,-4100
-1180,867,1225,-4100,-6225,-4100
-1179,868,1225,-4100,-6225,-4100
-1178,869,1225,-4100,-6225,-4100
-1177,870,1225,-4100,-6225,-4100
-1176,871,1225,-4100,-6225,-4100
-1175,872,1225,-4100,-6225,-4100
-1174,873,1225,-4100,-6225,-4100
-1173,874,1225,-4100,-6225,-4100
-1172,875,1225,-4100,-6225,-4100
-1171,876,1225,-4100,-6225,-4100
-1170,877,1225,-4100,-6225,-4100
-1169,878,1225,-4100,-6225,-4100
-1168,879,1225,-4100,-6225,-4100
-1167,880,1225,-4100,-6225,-4100
-1166,881,1225,-4100,-6225,-4100
-1165,882,1225,-4100,-6225,-4100
-1164,883,1225,-4100,-6225,-4100
-1163,884,1225,-4100,-6225,-4100
-1162,885,1225,-4100,-6225,-4100
-1161,886,1225,-4100,-6225,-4100
-1160,887,1225,-4100,-6225,-4100
-1159,888,1225,-4100,-6225,-4100
-1158,889,1225,-4100,-6225,-4100
-1157,890,1225,-4100,-6225,-4100
-1156,891,1225,-4100,-6225,-4100
-1155,892,1225,-4100,-6225,-4100
-1154,893,1225,-4100,-6225,-4100
-1153,894,1225,-4100,-6225,-4100
-1152,895,1225,-4100,-6225,-4100
-1151,896,1225,-4100,-6225,-4100
-1150,897,1225,-4100,-6225,-4100
-1149,898,1225,-4100,-6225,-4100
-1148,899,1225,-4100,-6225,-4100
-1147,900,1225,-4100,-6225,-4100
-1146,901,1225,-4100,-6225,-4100
-1145,902,1225,-4100,-6225,-4100
-1144,903,1225,-4100,-6225,-4100
-1143,904,1225,-4100,-6225,-4100
-1142,905,1225,-4100,-6225,-4100
-1141,906,1225,-4100,-6225,-4100
-1140,907,1225,-4100,-6225,-4100
-1139,908,1225,-4100,-6225,-4100
-1138,909,1225,-4100,-6225,-4100
-1137,910,1225,-4100,-6225,-4100
-1136,911,1225,-4100,-6225,-4100
-1135,912,1225,-4100,-6225,-4100
-1134,913,1225,-4100,-6225,-4100
-1133,914,1225,-4100,-6225,-4100
-1132,915,1225,-4100,-6225,-4100
-1131,916,1225,-4100,-6225,-4100
-1130,917,1225,-4100,-6225,-4100
-1129,918,1225,-4100,-6225,-4100
-1128,919,1225,-4100,-6225,-4100
-1127,920,1225,-4100,-6225,-4100
-1126,921,1225,-4100,-6225,-4100
-1125,922,1225,-4100,-6225,-4100
-1124,923,1225,-4100,-6225,-4100
-1123,924,1225,-4100,-6225,-4100
-1122,925,1225,-4100,-6225,-4100
-1121,926,1225,-4100,-6225,-4100
-1120,927,1225,-4100,-6225,-4100
-1119,928,1225,-4100,-6225,-4100
-1118,929,1225,-4100,-6225,-4100
-1117,930,1225,-4100,-6225,-4100
-1116,931,1225,-4100,-6225,-4100
-1115,932,1225,-4100,-6225,-4100
-1114,933,1225,-4100,-6225,-4100
-1113,934,1225,-4100,-6225,-4100
-1112,935,1225,-4100,-6225,-4100
-1111,936,1225,-4100,-6225,-4100
-1110,937,1225,-4100,-6225,-4100
-1109,938,1225,-4100,-6225,-4100
-1108,939,1225,-4100,-6225,-4100
-1107,940,1225,-4100,-6225,-4100
-1106,941,1225,-4100,-6225,-4100
-1105,942,1225,-4100,-6225,-4100
-1104,943,1225,-4100,-6225,-4100
-1103,944,1225,-4100,-6225,-4100
-1102,945,1225,-4100,-6225,-4100
-1101,946,1225,-4100,-6225,-4100
-1100,947,1225,-4100,-6225,-4100
-1099,948,1225,-4100,-6225,-4100
-1098,949,1225,-4100,-6225,-4100
-1097,950,1225,-4100,-6225,-4100
-1096,951,1225,-4100,-6225,-4100
-1095,952,1225,-4100,-6225,-4100
-1094,953,1225,-4100,-6225,-4100
-1093,954,1225,-4100,-6225,-4100
-1092,955,1225,-4100,-6225,-4100
-1091,956,1225,-4100,-6225,-4100
-1090,957,1225,-4100,-6225,-4100
-1089,958,1225,-4100,-6225,-4100
-1088,959,1225,-4100,-6225,-4100
-1087,960,1225,-4100,-6225,-4100
-1086,961,1225,-4100,-6225,-4100
-1085,962,1225,-4100,-6225,-4100
-1084,963,1225,-4100,-6225,-4100
-1083,964,1225,-4100,-6225,-4100
-1082,965,1225,-4100,-6225,-4100
-1081,966,1225,-4100,-6225,-4100
-1080,967,1225,-4100,-6225,-4100
-1079,968,1225,-4100,-6225,-4100
-1078,969,1225,-4100,-6225,-4100
-1077,970,1225,-4100,-6225,-4100
-1076,971,1225,-4100,-6225,-4100
-1075,972,1225,-4100,-6225,-4100
-1074,973,1225,-4100,-6225,-4100
-1073,974,1225,-4100,-6225,-4100
-1072,975,1225,-4100,-6225,-4100
-1071,976,1225,-4100,-6225,-4100
-1070,977,1225,-4100,-6225,-4100
-1069,978,1225,-4100,-6225,-4100
-1068,979,1225,-4100,-6225,-4100
-1067,980,1225,-4100,-6225,-4100
-1066,981,1225,-4100,-6225,-4100
-1065,982,1225,-4100,-6225,-4100
-1064,983,1225,-4100,-6225,-4100
-1063,984,1225,-4100,-6225,-4100
-1062,985,1225,-4100,-6225,-4100
-1061,986,1225,-4100,-6225,-4100
-1060,987,1225,-4100,-6225,-4100
-1059,988,1225,-4100,-6225,-4100
-1058,989,1225,-4100,-6225,-4100
-1057,990,1225,-4100,-6225,-4100
-1056,991,1225,-4100,-6225,-4100
-1055,992,1225,-4100,-6225,-4100
-1054,993,1225,-4100,-6225,-4100
-1053,994,1225,-4100,-6225,-4100
-1052,995,1225,-4100,-6225,-4100
-1051,996,1225,-4100,-6225,-4100
-1050,997,1225,-4100,-6225,-4100
-1049,998,1225,-4100,-6225,-4100
-1048,999,1225,-4100,-6225,-4100
-1047,1000,1225,-4100,-6225,-4100
-1046,1001,1225,-4100,-6225,-4100
-1045,1002,1225,-4100,-6225,-4100
-1044,1003,1225,-4100,-6225,-4100
-1043,1004,1225,-4100,-6225,-4100
-1042,1005,1225,-4100,-6225,-4100
-1041,1006,1225,-4100,-6225,-4100
-1040,1007,1225,-4100,-6225,-4100
-1039,1008,1225,-4100,-6225,-4100
-1038,1009,1225,-4100,-6225,-4100
-1037,1010,1225,-4100,-6225,-4100
-1036,1011,1225,-4100,-6225,-4100
-1035,1012,1225,-4100,-6225,-4100
-1034,1013,1225,-4100,-6225,-4100
-1033,1014,1225,-4100,-6225,-4100
-1032,1015,1225,-4100,-6225,-4100
-1031,1016,1225,-4100,-6225,-4100
-1030,1017,1225,-4100,-6225,-4100
-1029,1018,1225,-4100,-6225,-4100
-1028,1019,1225,-4100,-6225,-4100
-1027,1020,1225,-4100,-6225,-4100
-1026,1021,1225,-4100,-6225,-4100
-1025,1022,1225,-4100,-6225,-4100
-1024,1023,1225,-4100,-6225,-4100
-1023,1024,1225,-4100,-6225,-4100
-1022,1025,1225,-4100,-6225,-4100
-1021,1026,1225,-4100,-6225,-4100
-1020,1027,1225,-4100,-6225,-4100
-1019,1028,1225,-4100,-6225,-4100
-1018,1029,1225,-4100,-6225,-4100
-1017,1030,1225,-4100,-6225,-4100
-1016,1031,1225,-4100,-6225,-4100
-1015,1032,1225,-4100,-6225,-4100
-1014,1033,1225,-4100,-6225,-4100
-1013,1034,1225,-4100,-6225,-4100
-1012,1035,1225,-4100,-6225,-4100
-1011,1036,1225,-4100,-6225,-4100
-1010,1037,1225,-4100,-6225,-4100
-1009,1038,1225,-4100,-6225,-4100
-1008,1039,1225,-4100,-6225,-4100
-1007,1040,1225,-4100,-6225,-4100
-1006,1041,1225,-4100,-6225,-4100
-1005,1042,1225,-4100,-6225,-4100
-1004,1043,1225,-4100,-6225,-4100
-1003,1044,1225,-4100,-6225,-4100
-1002,1045,1225,-4100,-6225,-4100
-1001,1046,1225,-4100,-6225,-4100
-1000,1047,1225,-4100,-6225,-4100
-999,1048,1225,-4100,-6225,-4100
-998,1049,1225,-4100,-6225,-4100
-997,1050,1225,-4100,-6225,-4100
-996,1051,1225,-4100,-6225,-4100
-995,1052,1225,-4100,-6225,-4100
-994,1053,1225,-4100,-6225,-4100
-993,1054,1225,-4100,-6225,-4100
-992,1055,1225,-4100,-6225,-4100
-991,1056,1225,-4100,-6225,-4100
-990,1057,1225,-4100,-6225,-4100
-989,1058,1225,-4100,-6225,-4100
-988,1059,1225,-4100,-6225,-4100
-987,1060,1225,-4100,-6225,-4100
-986,1061,1225,-4100,-6225,-4100
-985,1062,1225,-4100,-6225,-4100
-984,1063,1225,-4100,-6225,-4100
-983,1064,1225,-4100,-6225,-4100
-982,1065,1225,-4100,-6225,-4100
-981,1066,1225,-4100,-6225,-4100
-980,1067,1225,-4100,-6225,-4100
-979,1068,1225,-4100,-6225,-4100
-978,1069,1225,-4100,-6225,-4100
-977,1070,1225,-4100,-6225,-4100
-976,1071,1225,-4100,-6225,-4100
-975,1072,1225,-4100,-6225,-4100
-974,1073,1225,-4100,-6225,-4100
-973,1074,1225,-4100,-6225,-4100
-972,1075,1225,-4100,-6225,-4100
-971,1076,1225,-4100,-6225,-4100
-970,1077,1225,-4100,-6225,-4100
-969,1078,1225,-4100,-6225,-4100
-968,1079,1225,-4100,-6225,-4100
-967,1080,1225,-4100,-6225,-4100
-966,1081,1225,-4100,-6225,-4100
-965,1082,1225,-4100,-6225,-4100
-964,1083,1225,-4100,-6225,-4100
-963,1084,1225,-4100,-6225,-4100
-962,1085,1225,-4100,-6225,-4100
-961,1086,1225,-4100,-6225,-4100
-960,1087,1225,-4100,-6225,-4100
-959,1088,1225,-4100,-6225,-4100
-958,1089,1225,-4100,-6225,-4100
-957,1090,1225,-4100,-6225,-4100
-956,1091,1225,-4100,-6225,-4100
-955,1092,1225,-4100,-6225,-4100
-954,1093,1225,-4100,-6225,-4100
-953,1094,1225,-4100,-6225,-4100
-952,1095,1225,-4100,-6225,-4100
-951,1096,1225,-4100,-6225,-4100
-950,1097,1225,-4100,-6225,-4100
-949,1098,1225,-4100,-6225,-4100
-948,1099,1225,-4100,-6225,-4100
-947,1100,1225,-4100,-6225,-4100
-946,1101,1225,-4100,-6225,-4100
-945,1102,1225,-4100,-6225,-4100
-944,1103,1225,-4100,-6225,-4100
-943,1104,1225,-4100,-6225,-4100
-942,1105,1225,-4100,-6225,-4100
-941,1106,1225,-4100,-6225,-4100
-940,1107,1225,-4100,-6225,-4100
-939,1108,1225,-4100,-6225,-4100
-938,1109,1225,-4100,-6225,-4100
-937,1110,1225,-4100,-6225,-4100
-936,1111,1225,-4100,-6225,-4100
-935,1112,1225,-4100,-6225,-4100
-934,1113,1225,-4100,-6225,-4100
-933,1114,1225,-4100,-6225,-4100
-932,1115,1225,-4100,-6225,-4100
-931,1116,1225,-4100,-6225,-4100
-930,1117,1225,-4100,-6225,-4100
-929,1118,1225,-4100,-6225,-4100
-928,1119,1225,-4100,-6225,-4100
-927,1120,1225,-4100,-6225,-4100
-926,1121,1225,-4100,-6225,-4100
-925,1122,1225,-4100,-6225,-4100
-924,1123,1225,-4100,-6225,-4100
-923,1124,1225,-4100,-6225,-4100
-922,1125,1225,-4100,-6225,-4100
-921,1126,1225,-4100,-6225,-4100
-920,1127,1225,-4100,-6225,-4100
-919,1128,1225,-4100,-6225,-4100
-918,1129,1225,-4100,-6225,-4100
-917,1130,1225,-4100,-6225,-4100
-916,1131,1225,-4100,-6225,-4100
-915,1132,1225,-4100,-6225,-4100
-914,1133,1225,-4100,-6225,-4100
-913,1134,1225,-4100,-6225,-4100
-912,1135,1225,-4100,-6225,-4100
-911,1136,1225,-4100,-6225,-4100
-910,1137,1225,-4100,-6225,-4100
-909,1138,1225,-4100,-6225,-4100
-908,1139,1225,-4100,-6225,-4100
-907,1140,1225,-4100,-6225,-4100
-906,1141,1225,-4100,-6225,-4100
-905,1142,1225,-4100,-6225,-4100
-904,1143,1225,-4100,-6225,-4100
-903,1144,1225,-4100,-6225,-4100
-902,1145,1225,-4100,-6225,-4100
-901,1146,1225,-4100,-6225,-4100
-900,1147,1225,-4100,-6225,-4100
-899,1148,1225,-4100,-6225,-4100
-898,1149,1225,-4100,-6225,-4100
-897,1150,1225,-4100,-6225,-4100
-896,1151,1225,-4100,-6225,-4100
-895,1152,1225,-4100,-6225,-4100
-894,1153,1225,-4100,-6225,-4100
-893,1154,1225,-4100,-6225,-4100
-892,1155,1225,-4100,-6225,-4100
-891,1156,1225,-4100,-6225,-4100
-890,1157,1225,-4100,-6225,-4100
-889,1158,1225,-4100,-6225,-4100
-888,1159,1225,-4100,-6225,-4100
-887,1160,1225,-4100,-6225,-4100
-886,1161,1225,-4100,-6225,-4100
-885,1162,1225,-4100,-6225,-4100
-884,1163,1225,-4100,-6225,-4100
-883,1164,1225,-4100,-6225,-4100
-882,1165,1225,-4100,-6225,-4100
-881,1166,1225,-4100,-6225,-4100
-880,1167,1225,-4100,-6225,-4100
-879,1168,1225,-4100,-6225,-4100
-878,1169,1225,-4100,-6225,-4100
-877,1170,1225,-4100,-6225,-4100
-876,1171,1225,-4100,-6225,-4100
-875,1172,1225,-4100,-6225,-4100
-874,1173,1225,-4100,-6225,-4100
-873,1174,1225,-4100,-6225,-4100
-872,1175,1225,-4100,-6225,-4100
-871,1176,1225,-4100,-6225,-4100
-870,1177,1225,-4100,-6225,-4100
-869,1178,1225,-4100,-6225,-4100
-868,1179,1225,-4100,-6225,-4100
-867,1180,1225,-4100,-6225,-4100
-866,1181,1225,-4100,-6225,-4100
-865,1182,1225,-4100,-6225,-4100
-864,1183,1225,-4100,-6225,-4100
-863,1184,1225,-4100,-6225,-4100
-862,1185,1225,-4100,-6225,-4100
-861,1186,1225,-4100,-6225,-4100
-860,1187,1225,-4100,-6225,-4100
-859,1188,1225,-4100,-6225,-4100
-858,1189,1225,-4100,-6225,-4100
-857,1190,1225,-4100,-6225,-4100
-856,1191,1225,-4100,-6225,-4100
-855,1192,1225,-4100,-6225,-4100
-854,1193,1225,-4100,-6225,-4100
-853,1194,1225,-4100,-6225,-4100
-852,1195,1225,-4100,-6225,-4100
-851,1196,1225,-4100,-6225,-4100
-850,1197,1225,-4100,-6225,-4100
-849,1198,1225,-4100,-6225,-4100
-848,1199,1225,-4100,-6225,-4100
-847,1200,1225,-4100,-6225,-4100
-846,1201,1225,-4100,-6225,-4100
-845,1202,1225,-4100,-6225,-4100
-844,1203,1225,-4100,-6225,-4100
-843,1204,1225,-4100,-6225,-4100
-842,1205,1225,-4100,-6225,-4100
-841,1206,1225,-4100,-6225,-4100
-840,1207,1225,-4100,-6225,-4100
-839,1208,1225,-4100,-6225,-4100
-838,1209,1225,-4100,-6225,-4100
-837,1210,1225,-4100,-6225,-4100
-836,1211,1225,-4100,-6225,-4100
-835,1212,1225,-4100,-6225,-4100
-834,1213,1225,-4100,-6225,-4100
-833,1214,1225,-4100,-6225,-4100
-832,1215,1225,-4100,-6225,-4100
-831,1216,1225,-4100,-6225,-4100
-830,1217,1225,-4100,-6225,-4100
-829,1218,1225,-4100,-6225,-4100
-828,1219,1225,-4100,-6225,-4100
-827,1220,1225,-4100,-6225,-4100
-826,1221,1225,-4100,-6225,-4100
-825,1222,1225,-4100,-6225,-4100
-824,1223,1225,-4100,-6225,-4100
-823,1224,1225,-4100,-6225,-4100
-822,1225,1225,-4100,-6225,-4100
-821,1226,1225,-4100,-6225,-4100
-820,1227,1225,-4100,-6225,-4100
-819,1228,1225,-4100,-6225,-4100
-818,1229,1225,-4100,-6225,-4100
-817,1230,1225,-4100,-6225,-4100
-816,1231,1225,-4100,-6225,-4100
-815,1232,1225,-4100,-6225,-4100
-814,1233,1225,-4100,-6225,-4100
-813,1234,1225,-4100,-6225,-4100
-812,1235,1225,-4100,-6225,-4100
-811,1236,1225,-4100,-6225,-4100
-810,1237,1225,-4100,-6225,-4100
-809,1238,1225,-4100,-6225,-4100
-808,1239,1225,-4100,-6225,-4100
-807,1240,1225,-4100,-6225,-4100
-806,1241,1225,-4100,-6225,-4100
-805,1242,1225,-4100,-6225,-4100
-804,1243,1225,-4100,-6225,-4100
-803,1244,1225,-4100,-6225,-4100
-802,1245,1225,-4100,-6225,-4100
-801,1246,1225,-4100,-6225,-4100
-800,1247,1225,-4100,-6225,-4100
-799,1248,1225,-4100,-6225,-4100
-798,1249,1225,-4100,-6225,-4100
-797,1250,1225,-4100,-6225,-4100
-796,1251,1225,-4100,-6225,-4100
-795,1252,1225,-4100,-6225,-4100
-794,1253,1225,-4100,-6225,-4100
-793,1254,1225,-4100,-6225,-4100
-792,1255,1225,-4100,-6225,-4100
-791,1256,1225,-4100,-6225,-4100
-790,1257,1225,-4100,-6225,-4100
-789,1258,1225,-4100,-6225,-4100
-788,1259,1225,-4100,-6225,-4100
-787,1260,1225,-4100,-6225,-4100
-786,1261,1225,-4100,-6225,-4100
-785,1262,1225,-4100,-6225,-4100
-784,1263,1225,-4100,-6225,-4100
-783,1264,1225,-4100,-6225,-4100
-782,1265,1225,-4100,-6225,-4100
-781,1266,1225,-4100,-6225,-4100
-780,1267,1225,-4100,-6225,-4100
-779,1268,1225,-4100,-6225,-4100
-778,1269,1225,-4100,-6225,-4100
-777,1270,1225,-4100,-6225,-4100
-776,1271,1225,-4100,-6225,-4100
-775,1272,1225,-4100,-6225,-4100
-774,1273,1225,-4100,-6225,-4100
-773,1274,1225,-4100,-6225,-4100
-772,1275,1225,-4100,-6225,-4100
-771,1276,1225,-4100,-6225,-4100
-770,1277,1225,-4100,-6225,-4100
-769,1278,1225,-4100,-6225,-4100
-768,1279,1225,-4100,-6225,-4100
-767,1280,1225,-4100,-6225,-4100
-766,1281,1225,-4100,-6225,-4100
-765,1282,1225,-4100,-6225,-4100
-764,1283,1225,-4100,-6225,-4100
-763,1284,1225,-4100,-6225,-4100
-762,1285,1225,-4100,-6225,-4100
-761,1286,1225,-4100,-6225,-4100
-760,1287,1225,-4100,-6225,-4100
-759,1288,1225,-4100,-6225,-4100
-758,1289,1225,-4100,-6225,-4100
-757,1290,1225,-4100,-6225,-4100
-756,1291,1225,-4100,-6225,-4100
-755,1292,1225,-4100,-6225,-4100
-754,1293,1225,-4100,-6225,-4100
-753,1294,1225,-4100,-6225,-4100
-752,1295,1225,-4100,-6225,-4100
-751,1296,1225,-4100,-6225,-4100
-750,1297,1225,-4100,-6225,-4100
-749,1298,1225,-4100,-6225,-4100
-748,1299,1225,-4100,-6225,-4100
-747,1300,1225,-4100,-6225,-4100
-746,1301,1225,-4100,-6225,-4100
-745,1302,1225,-4100,-6225,-4100
-744,1303,1225,-4100,-6225,-4100
-743,1304,1225,-4100,-6225,-4100
-742,1305,1225,-4100,-6225,-4100
-741,1306,1225,-4100,-6225,-4100
-740,1307,1225,-4100,-6225,-4100
-739,1308,1225,-4100,-6225,-4100
-738,1309,1225,-4100,-6225,-4100
-737,1310,1225,-4100,-6225,-4100
-736,1311,1225,-4100,-6225,-4100
-735,1312,1225,-4100,-6225,-4100
-734,1313,1225,-4100,-6225,-4100
-733,1314,1225,-4100,-6225,-4100
-732,1315,1225,-4100,-6225,-4100
