0, 0
21, 148, 1, 0
21, 164, 1, 0
21, 184, 2, 0
21, 204, 2, 0
21, 224, 3, 0
21, 246, 3, 0
21, 266, 4, 0
21, 276, 4, 0
21, 288, 4, 0
21, 300, 4, 0
21, 310, 5, 0
21, 322, 5, 0
21, 334, 5, 0
21, 346, 5, 0
21, 360, 6, 0
21, 368, 6, 0
21, 376, 6, 0
21, 384, 6, 0
21, 394, 6, 0
21, 402, 6, 0
21, 410, 7, 0
21, 414, 7, 0
21, 422, 7, 0
21, 430, 7, 0
21, 436, 7, 0
21, 444, 7, 0
21, 450, 7, 0
21, 456, 7, 0
21, 462, 8, 0
21, 468, 8, 0
21, 474, 8, 0
21, 482, 8, 0
21, 486, 8, 0
21, 492, 8, 0
21, 498, 8, 0
21, 504, 8, 0
21, 510, 8, 0
21, 514, 8, 0
22, 516, 9, 0
22, 510, 9, 0
22, 504, 9, 0
22, 498, 9, 0
22, 494, 9, 0
22, 488, 9, 0
22, 486, 9, 0
22, 480, 9, 0
22, 476, 9, 0
22, 470, 9, 0
22, 468, 9, 0
22, 464, 9, 0
22, 458, 9, 0
22, 456, 9, 0
22, 452, 10, 0
22, 448, 10, 0
22, 442, 10, 0
22, 438, 10, 0
22, 434, 10, 0
22, 432, 10, 0
22, 428, 10, 0
22, 422, 10, 0
22, 418, 10, 0
22, 416, 10, 0
22, 412, 10, 0
22, 408, 10, 0
22, 404, 10, 0
22, 402, 10, 0
22, 400, 10, 0
22, 396, 10, 0
22, 392, 10, 0
22, 390, 11, 0
22, 386, 11, 0
22, 384, 11, 0
22, 382, 11, 0
22, 378, 11, 0
22, 376, 11, 0
22, 374, 11, 0
22, 370, 11, 0
22, 368, 11, 0
22, 366, 11, 0
22, 362, 11, 0
22, 360, 11, 0
22, 358, 11, 0
22, 356, 11, 0
22, 354, 11, 0
22, 350, 11, 0
22, 346, 11, 0
22, 344, 11, 0
22, 342, 11, 0
22, 340, 11, 0
22, 338, 11, 0
22, 336, 11, 0
22, 334, 11, 0
22, 332, 12, 0
22, 330, 12, 0
22, 328, 12, 0
22, 326, 12, 0
22, 324, 12, 0
22, 322, 12, 0
22, 320, 12, 0
22, 318, 12, 0
22, 316, 12, 0
22, 314, 12, 0
22, 310, 12, 0
22, 308, 12, 0
22, 306, 12, 0
22, 304, 12, 0
22, 302, 12, 0
22, 300, 12, 0
22, 298, 12, 0
22, 296, 12, 0
22, 294, 12, 0
22, 292, 12, 0
22, 290, 12, 0
22, 288, 12, 0
22, 286, 12, 0
22, 284, 12, 0
22, 282, 12, 0
22, 280, 13, 0
22, 278, 13, 0
22, 276, 13, 0
22, 274, 13, 0
22, 272, 13, 0
22, 270, 13, 0
22, 268, 13, 0
22, 266, 13, 0
22, 264, 13, 0
22, 262, 13, 0
22, 260, 13, 0
22, 256, 13, 0
22, 254, 13, 0
22, 252, 13, 0
22, 250, 13, 0
22, 248, 13, 0
22, 246, 13, 0
22, 244, 13, 0
22, 242, 13, 0
22, 240, 13, 0
22, 238, 13, 0
22, 236, 13, 0
22, 234, 13, 0
22, 232, 13, 0
22, 230, 14, 0
22, 228, 14, 0
22, 226, 14, 0
22, 224, 14, 0
22, 222, 14, 0
22, 220, 14, 0
22, 218, 14, 0
22, 216, 14, 0
22, 214, 14, 0
22, 212, 14, 0
22, 210, 14, 0
22, 208, 14, 0
22, 206, 14, 0
22, 204, 14, 0
22, 202, 14, 0
22, 200, 14, 0
22, 198, 14, 0
22, 196, 14, 0
22, 194, 14, 0
22, 192, 14, 0
22, 190, 14, 0
22, 188, 14, 0
22, 186, 14, 0
22, 184, 15, 0
22, 182, 15, 0
22, 180, 15, 0
22, 178, 15, 0
22, 176, 15, 0
22, 174, 15, 0
22, 172, 15, 0
22, 170, 15, 0
22, 168, 15, 0
22, 166, 15, 0
22, 164, 15, 0
22, 162, 15, 0
22, 160, 15, 0
22, 158, 15, 0
22, 156, 15, 0
22, 154, 15, 0
22, 152, 15, 0
22, 150, 15, 0
22, 148, 15, 0
22, 146, 15, 0
22, 144, 15, 0
22, 142, 15, 0
23, 140, 16, 0
23, 138, 16, 0
23, 136, 16, 0
23, 134, 16, 0
23, 132, 16, 0
23, 130, 16, 0
23, 128, 16, 0
23, 126, 16, 0
23, 124, 16, 0
23, 122, 16, 0
23, 120, 16, 0
23, 118, 16, 0
23, 116, 16, 0
23, 114, 16, 0
23, 112, 16, 0
23, 110, 16, 0
23, 108, 16, 0
23, 106, 16, 0
24, 106, 17, 0
24, 104, 17, 0
24, 102, 17, 0
24, 100, 17, 0
24, 98, 17, 0
24, 96, 17, 0
24, 94, 17, 0
24, 92, 17, 0
24, 90, 17, 0
24, 88, 17, 0
24, 86, 17, 0
24, 86, 18, 0
24, 84, 18, 0
24, 82, 18, 0
24, 80, 18, 0
24, 78, 18, 0
24, 76, 18, 0
24, 74, 18, 0
24, 72, 18, 0
24, 70, 18, 0
24, 68, 18, 0
24, 68, 19, 0
24, 66, 19, 0
24, 64, 19, 0
24, 62, 19, 0
24, 60, 19, 0
24, 58, 19, 0
24, 56, 19, 0
24, 54, 19, 0
24, 52, 19, 0
24, 52, 20, 0
24, 50, 20, 0
24, 48, 20, 0
24, 46, 20, 0
24, 44, 20, 0
24, 42, 20, 0
24, 40, 20, 0
24, 38, 20, 0
24, 36, 20, 0
25, 0
26, 0
27, 0
0, 0
