SHCOARSE,XFTSC,XFTLTOFF,XFTRTOFF,TOFSC,TOFTPOFF,TOFBTOFF,XFTTOF,XCOINTPSC,XCOINTPOFF,XCOINBTSC,XCOINBTOFF,ETOFSC,ETOFTPOFF,ETOFBTOFF,TOFDIFFTPMIN,TOFDIFFTPMAX,TOFDIFFBTMIN,TOFDIFFBTMAX,ETOFMIN,ETOFMAX,ETOFSLOPE1,ETOFOFF1,ETOFSLOPE2,ETOFOFF2,SPTPPHOFF,SPBTPHOFF,YBKSSD0,YBKSSD1,YBKSSD2,YBKSSD3,YBKSSD4,YBKSSD5,YBKSSD6,YBKSSD7,TOFSSDSC,TOFSSDLTOFF0,TOFSSDLTOFF1,TOFSSDLTOFF2,TOFSSDLTOFF3,TOFSSDLTOFF4,TOFSSDLTOFF5,TOFSSDLTOFF6,TOFSSDLTOFF7,TOFSSDRTOFF0,TOFSSDRTOFF1,TOFSSDRTOFF2,TOFSSDRTOFF3,TOFSSDRTOFF4,TOFSSDRTOFF5,TOFSSDRTOFF6,TOFSSDRTOFF7,TOFSSDTOTOFF,PATHSTEEPTHRESH,PATHMEDIUMTHRESH
445027647,0.172998046875,47.5,48.5,0.05,-53.0,-53.300000000000004,0.018310546875,0.068486328125,42.25,0.068486328125,-39.75,0.1,-44.5,-44.5,22.6,26.6,22.6,26.6,-40.0,9.0,0.66669921875,10.0,0.75,-5.0,540,540,29.3,37.300000000000004,7.1000000000000005,15.1,-15.1,-7.1000000000000005,-37.300000000000004,-29.3,0.19648437500000002,-6.0,-7.0,-3.5,-4.0,-3.8000000000000003,-3.5,-6.800000000000001,-5.5,-5.5,-6.800000000000001,-3.5,-3.8000000000000003,-4.0,-3.5,-7.0,-6.0,5.300000000000001,50.0,65.0
