0, 0
0, 420, 36, 394, 2, 380, 28, 362, 2, 300, 20, 278, 2, 200, 3, 156, 4, 144, 1, 78, 0, 0
0, 420, 36, 380, 28, 316, 0, 304, 2, 300, 20, 226, 2, 200, 3, 156, 4, 122, 5, 114, 1, 58, 0, 0
0, 420, 36, 380, 28, 300, 20, 200, 3, 156, 4, 122, 5, 96, 6, 94, 1, 48, 0, 0
0, 420, 36, 374, 28, 294, 20, 198, 3, 156, 4, 122, 5, 96, 6, 84, 1, 42, 0, 0
0, 418, 36, 360, 28, 276, 20, 184, 21, 182, 3, 156, 4, 122, 5, 96, 6, 80, 1, 38, 0, 0
0, 404, 36, 346, 28, 262, 20, 184, 21, 170, 3, 156, 4, 122, 5, 96, 6, 76, 1, 34, 0, 0
0, 394, 36, 334, 28, 250, 20, 184, 21, 162, 3, 156, 4, 122, 5, 96, 6, 76, 7, 70, 1, 32, 0, 0
0, 384, 36, 326, 28, 242, 20, 184, 21, 156, 4, 122, 5, 96, 6, 76, 7, 66, 1, 30, 0, 0
0, 376, 36, 318, 28, 242, 29, 232, 20, 184, 21, 150, 4, 122, 5, 96, 6, 76, 7, 62, 1, 28, 0, 0
0, 372, 36, 310, 28, 242, 29, 226, 20, 184, 21, 144, 4, 122, 5, 96, 6, 76, 7, 60, 1, 28, 0, 0
0, 364, 36, 304, 28, 242, 29, 220, 20, 184, 21, 138, 4, 122, 5, 96, 6, 76, 7, 58, 1, 26, 0, 0
0, 358, 36, 300, 28, 242, 29, 214, 20, 184, 21, 134, 4, 122, 5, 96, 6, 76, 7, 58, 8, 56, 1, 24, 0, 0
0, 354, 36, 294, 28, 242, 29, 210, 20, 184, 21, 132, 4, 122, 5, 96, 6, 76, 7, 58, 8, 54, 1, 24, 0, 0
0, 350, 36, 288, 28, 242, 29, 204, 20, 184, 21, 128, 4, 122, 5, 96, 6, 76, 7, 58, 8, 52, 1, 24, 0, 0
0, 346, 36, 284, 28, 242, 29, 200, 20, 184, 21, 124, 4, 122, 5, 96, 6, 76, 7, 58, 8, 52, 1, 22, 0, 0
0, 342, 36, 282, 28, 242, 29, 196, 20, 184, 21, 122, 5, 96, 6, 76, 7, 58, 8, 50, 1, 22, 0, 0
0, 338, 36, 280, 37, 276, 28, 242, 29, 192, 20, 184, 21, 120, 5, 96, 6, 76, 7, 58, 8, 50, 1, 20, 0, 0
0, 336, 36, 280, 37, 274, 28, 242, 29, 190, 20, 184, 21, 116, 5, 96, 6, 76, 7, 58, 8, 48, 1, 20, 0, 0
0, 332, 36, 280, 37, 272, 28, 242, 29, 186, 20, 184, 21, 114, 5, 96, 6, 76, 7, 58, 8, 48, 1, 20, 0, 0
0, 328, 36, 280, 37, 268, 28, 242, 29, 184, 21, 112, 5, 96, 6, 76, 7, 58, 8, 46, 1, 20, 0, 0
0, 326, 36, 280, 37, 264, 28, 242, 29, 180, 21, 112, 22, 110, 5, 96, 6, 76, 7, 58, 8, 46, 1, 18, 0, 0
0, 324, 36, 280, 37, 262, 28, 242, 29, 178, 21, 112, 22, 108, 5, 96, 6, 76, 7, 58, 8, 46, 9, 44, 1, 18, 0, 0
0, 320, 36, 280, 37, 260, 28, 242, 29, 174, 21, 112, 22, 108, 5, 96, 6, 76, 7, 58, 8, 46, 9, 44, 1, 18, 0, 0
0, 320, 36, 280, 37, 256, 28, 242, 29, 172, 21, 112, 22, 104, 5, 96, 6, 76, 7, 58, 8, 46, 9, 42, 1, 18, 0, 0
0, 316, 36, 280, 37, 256, 28, 242, 29, 168, 21, 112, 22, 104, 5, 96, 6, 76, 7, 58, 8, 46, 9, 42, 1, 18, 0, 0
0, 314, 36, 280, 37, 254, 28, 242, 29, 166, 21, 112, 22, 102, 5, 96, 6, 76, 7, 58, 8, 46, 9, 42, 2, 40, 1, 18, 0, 0
0, 312, 36, 280, 37, 250, 28, 242, 29, 164, 21, 112, 22, 102, 5, 96, 6, 76, 7, 58, 8, 46, 9, 40, 1, 16, 0, 0
0, 310, 36, 280, 37, 250, 28, 242, 29, 162, 21, 112, 22, 100, 5, 96, 6, 76, 7, 58, 8, 46, 9, 40, 1, 16, 0, 0
0, 308, 36, 280, 37, 248, 28, 242, 29, 160, 21, 112, 22, 98, 5, 96, 6, 76, 7, 58, 8, 46, 9, 40, 1, 16, 0, 0
0, 306, 36, 280, 37, 246, 28, 242, 29, 158, 21, 112, 22, 98, 5, 96, 6, 76, 7, 58, 8, 46, 9, 38, 1, 16, 0, 0
0, 304, 36, 280, 37, 244, 28, 242, 29, 156, 21, 112, 22, 96, 6, 76, 7, 58, 8, 46, 9, 38, 1, 16, 0, 0
0, 302, 36, 280, 37, 242, 29, 154, 21, 112, 22, 96, 6, 76, 7, 58, 8, 46, 9, 38, 1, 16, 0, 0
0, 302, 36, 280, 37, 240, 29, 154, 30, 152, 21, 112, 22, 94, 6, 76, 7, 58, 8, 46, 9, 38, 2, 36, 1, 16, 0, 0
0, 300, 36, 280, 37, 238, 29, 154, 30, 150, 21, 112, 22, 92, 6, 76, 7, 58, 8, 46, 9, 38, 1, 14, 0, 0
0, 298, 36, 280, 37, 236, 29, 154, 30, 150, 21, 112, 22, 92, 6, 76, 7, 58, 8, 46, 9, 36, 1, 14, 0, 0
0, 296, 36, 280, 37, 234, 29, 154, 30, 148, 21, 112, 22, 92, 6, 76, 7, 58, 8, 46, 9, 36, 1, 14, 0, 0
0, 296, 36, 280, 37, 232, 29, 154, 30, 146, 21, 112, 22, 90, 6, 76, 7, 58, 8, 46, 9, 36, 1, 14, 0, 0
0, 294, 36, 280, 37, 230, 29, 154, 30, 146, 21, 112, 22, 90, 6, 76, 7, 58, 8, 46, 9, 36, 1, 14, 0, 0
0, 292, 36, 280, 37, 228, 29, 154, 30, 142, 21, 112, 22, 88, 6, 76, 7, 58, 8, 46, 9, 36, 10, 34, 1, 14, 0, 0
