Packet,ItemName,sequence,lengthInBits,startBit,DataType,APID,convertAs,units,source,shortDescription,longDescription
U90_IMG_ENA_PHXTOF_HI_ANG,VERSION,0,3,0,U3,947,NONE,DN,U90_IMG_ENA_PHXTOF_HI_ANG,CCSD S Packet Version Number,CCSDS Packet Version Number
U90_IMG_ENA_PHXTOF_HI_ANG,TYPE,1,1,3,U1,947,NONE,DN,U90_IMG_ENA_PHXTOF_HI_ANG,CCSDS Packet Type Indicator,CCSDS Packet Type Indicator
U90_IMG_ENA_PHXTOF_HI_ANG,SEC_HDR_FLG,2,1,4,U1,947,NONE,DN,U90_IMG_ENA_PHXTOF_HI_ANG,CCSDS Packet Secondary Header Flag,CCSDS Packet Secondary Header Flag
U90_IMG_ENA_PHXTOF_HI_ANG,PKT_APID,3,11,5,U11,947,NONE,DN,U90_IMG_ENA_PHXTOF_HI_ANG,CCSDS Packet Application Process ID,CCSDS Packet Application Process ID
U90_IMG_ENA_PHXTOF_HI_ANG,SEG_FLGS,4,2,16,U2,947,NONE,DN,U90_IMG_ENA_PHXTOF_HI_ANG,CCSDS Packet Grouping Flags,CCSDS Packet Grouping Flags
U90_IMG_ENA_PHXTOF_HI_ANG,SRC_SEQ_CTR,5,14,18,U14,947,NONE,DN,U90_IMG_ENA_PHXTOF_HI_ANG,CCSDS Packet Sequence Count,CCSDS Packet Sequence Count
U90_IMG_ENA_PHXTOF_HI_ANG,PKT_LEN,6,16,32,U16,947,NONE,DN,U90_IMG_ENA_PHXTOF_HI_ANG,CCSDS Packet Length,CCSDS Packet Length
U90_IMG_ENA_PHXTOF_HI_ANG,SHCOARSE,7,32,48,U32,947,NONE,DN,U90_IMG_ENA_PHXTOF_HI_ANG,CCSDS Packet  2nd Header Coarse Time,CCSDS Packet 2nd Header Coarse Time
U90_IMG_ENA_PHXTOF_HI_ANG,PACKETDATA,8,32688,80,BYTE32688,947,NONE,DN,U90_IMG_ENA_PHXTOF_HI_ANG,Image Packet Data,Image Packet Data
